X,Y,Z
89,5,27
41,93,53
96,18,12
94,97,81
90,79,63
32,65,45
74,27,40
67,60,90
98,29,91
17,34,27
96,12,89
34,34,91
26,40,75
24,27,54
37,16,23
13,23,25
94,91,59
93,53,89
64,66,23
10,57,100
35,5,23
40,39,87
98,75,92
91,19,35
21,75,25
63,66,37
66,52,46
51,95,8
48,70,89
7,6,59
66,54,3
65,18,16
18,98,26
49,58,54
4,71,52
49,35,70
55,34,37
12,17,9
15,97,32
36,17,34
17,19,64
60,36,21
72,63,16
81,9,56
64,52,80
52,58,67
7,12,64
3,1,47
67,32,59
67,7,15
12,70,59
39,80,53
1,2,37
52,78,35
23,86,96
75,18,20
73,66,59
91,94,54
43,55,84
73,33,97
13,59,26
36,54,34
84,33,23
64,26,41
97,100,3
96,45,60
45,75,63
5,13,22
28,61,4
61,14,93
52,51,34
82,59,24
41,3,93
3,58,65
56,40,29
66,32,80
29,61,39
1,17,63
13,99,66
33,57,97
19,84,42
53,99,33
58,29,86
72,59,54
33,8,63
64,58,32
41,73,14
98,12,56
64,52,22
76,59,63
39,31,26
92,52,37
54,82,48
89,33,90
61,58,44
17,10,40
17,95,15
30,1,77
67,82,8
58,36,57
67,53,10
84,27,91
33,16,14
38,90,3
70,60,4
6,9,69
87,75,63
12,77,48
97,48,47
96,28,19
24,52,86
90,51,83
85,5,16
69,37,8
90,22,33
72,91,61
62,49,91
90,93,24
18,51,25
59,19,45
32,1,61
47,1,10
85,16,91
92,6,38
81,81,62
78,65,68
21,56,57
94,33,51
47,47,16
70,85,11
83,42,36
87,87,66
9,29,89
75,59,17
14,30,61
38,14,8
67,59,64
93,83,60
55,23,31
18,42,55
88,53,43
41,35,94
43,33,1
83,92,58
91,21,1
76,68,52
22,79,60
100,98,57
58,75,12
21,80,51
90,21,41
10,34,27
21,12,86
65,40,90
62,22,52
15,48,31
68,36,35
10,82,7
31,61,22
78,56,85
1,40,26
8,94,45
76,4,17
15,47,89
37,45,17
61,86,29
40,22,38
69,83,25
38,86,49
2,63,66
8,96,37
12,46,56
75,85,50
29,62,41
26,78,67
56,62,55
47,73,67
19,95,75
57,18,62
3,77,27
88,41,36
13,78,69
52,79,75
35,81,84
29,17,70
40,4,93
83,50,24
51,46,40
18,10,35
11,85,76
2,88,6
76,99,88
61,76,50
49,19,77
21,27,84
19,1,43
52,37,30
35,12,33
17,16,75
44,31,13
94,13,6
50,43,66
8,88,20
99,36,35
5,88,71
35,45,36
48,95,80
78,50,75
50,83,69
58,2,89
49,47,89
34,40,34
21,61,94
88,18,78
17,47,100
11,2,99
24,50,79
70,38,40
95,72,13
43,95,16
73,42,55
20,84,72
14,60,37
47,54,13
96,12,4
43,30,92
38,55,98
90,91,80
21,93,36
72,73,75
60,100,41
42,6,51
96,31,16
17,64,15
73,89,87
86,26,47
63,57,54
26,27,45
15,100,16
14,8,35
61,42,69
48,5,41
72,5,95
31,46,91
70,73,92
98,33,89
32,21,11
33,9,72
83,35,100
56,69,12
22,92,25
13,61,42
73,17,87
43,17,38
42,16,55
78,36,37
89,52,6
81,26,67
87,82,20
9,55,39
9,90,69
46,5,10
43,39,53
99,54,27
98,61,21
1,22,19
96,48,8
11,6,70
29,32,79
9,31,82
94,65,5
68,59,94
45,67,68
81,73,1
90,79,67
9,76,1
26,51,12
38,84,65
61,74,97
28,36,1
68,42,66
80,54,4
61,22,91
71,25,53
16,77,85
12,60,76
8,96,37
25,18,67
44,29,6
27,27,28
86,15,51
47,99,61
31,66,55
86,39,32
100,58,61
90,85,95
30,13,32
30,8,16
29,88,77
78,9,37
48,61,55
2,10,38
73,78,78
18,54,80
32,32,55
56,90,35
33,47,48
100,40,21
91,15,71
42,23,20
62,32,19
13,87,20
34,31,87
65,23,85
33,14,58
100,94,56
76,13,33
13,53,83
76,68,15
49,50,88
2,82,82
30,59,45
40,21,6
32,89,10
43,37,74
6,17,20
34,73,40
45,36,21
100,75,91
6,43,98
28,65,19
65,69,36
96,25,78
52,100,1
87,38,30
65,95,27
49,92,62
15,16,71
16,17,80
40,26,86
57,74,80
50,66,98
92,64,89
4,74,28
18,94,10
14,22,1
23,92,9
11,33,46
20,47,79
30,46,92
62,67,64
35,33,41
33,15,81
23,31,36
46,68,80
66,98,94
52,21,72
67,7,89
51,51,61
5,97,68
81,79,41
33,58,23
45,16,1
72,77,72
84,23,49
92,7,64
74,30,95
93,14,6
85,21,94
95,72,73
62,37,69
12,62,74
53,34,94
91,79,34
38,6,26
44,39,100
40,50,39
18,71,87
88,96,100
16,81,5
92,99,34
99,82,96
98,91,38
83,72,60
10,1,93
32,98,21
53,7,71
88,74,40
59,70,52
68,58,39
25,74,44
90,98,92
43,23,82
96,86,81
33,18,88
98,37,76
23,21,26
74,28,39
97,59,8
48,67,60
29,86,32
97,100,13
32,86,4
71,19,38
92,61,36
37,54,13
72,34,30
55,56,90
66,71,53
96,10,74
63,95,54
85,98,71
58,7,57
32,68,93
49,80,98
92,96,90
27,69,80
84,36,37
8,32,34
15,91,51
58,34,88
15,75,35
44,16,45
19,22,21
37,40,71
1,53,62
18,42,89
87,31,32
98,84,53
56,85,52
6,27,41
34,28,70
58,32,87
94,53,10
84,6,100
71,91,40
23,10,74
98,42,39
56,42,20
34,62,82
44,28,88
39,66,36
88,95,93
56,76,7
2,57,28
87,95,97
54,21,10
69,6,95
1,7,23
9,73,8
61,20,98
30,98,13
33,6,86
44,31,36
61,57,38
40,85,85
68,100,58
7,22,47
53,2,2
60,62,37
40,89,24
5,49,88
50,29,58
67,5,94
29,86,22
51,92,56
30,87,4
76,34,61
6,85,24
71,26,23
88,54,56
44,34,36
52,29,41
34,64,44
69,1,95
84,26,49
10,37,42
30,60,79
97,48,17
47,31,75
99,73,50
82,79,54
11,96,67
83,97,14
48,25,22
3,30,43
92,63,5
83,45,81
78,63,80
20,67,11
6,76,99
35,90,4
82,58,67
15,91,49
19,83,25
9,98,62
53,74,39
34,47,73
41,38,96
73,40,35
36,19,50
75,6,6
52,45,63
13,44,79
79,27,71
24,80,16
71,51,81
39,66,22
57,5,39
25,41,34
80,51,55
19,2,81
33,2,67
66,93,28
96,29,38
48,56,19
29,21,70
63,71,36
94,49,36
21,88,15
53,12,96
69,91,47
15,86,25
47,73,11
73,90,100
51,33,97
94,45,24
28,82,83
7,83,84
90,46,68
20,8,1
24,68,37
84,16,34
61,32,63
90,77,1
11,55,76
86,87,13
9,95,89
20,78,58
66,82,66
78,19,95
14,24,79
1,34,99
91,69,92
22,47,8
96,7,75
14,97,96
62,29,65
9,2,67
67,64,47
80,51,96
30,13,28
90,93,75
65,65,86
93,21,70
72,96,66
92,46,5
68,51,64
90,37,70
88,100,45
87,82,30
87,98,20
58,12,4
48,58,21
3,10,62
68,20,99
93,31,27
25,53,65
21,16,61
50,67,72
10,67,65
25,24,37
87,73,4
100,50,13
20,19,58
8,44,71
35,68,90
79,71,33
88,52,66
69,56,59
94,38,21
71,90,25
92,48,58
68,77,25
71,5,8
95,55,9
25,41,33
92,5,11
58,95,76
79,16,26
85,36,73
38,93,39
50,90,3
30,21,36
100,12,62
24,87,25
61,7,85
92,67,45
71,42,63
24,30,48
16,10,59
48,5,39
32,83,98
16,55,44
12,50,56
99,53,4
29,89,1
71,31,41
34,20,18
92,95,60
37,48,82
38,84,31
29,16,65
68,92,49
12,63,60
74,95,41
45,41,71
70,19,20
96,80,86
85,57,99
84,53,67
9,23,16
96,80,92
28,12,15
28,40,38
48,99,91
98,1,14
41,30,87
77,75,76
89,21,41
55,91,45
86,14,50
82,85,87
56,63,6
51,18,47
82,16,94
92,83,8
6,61,63
55,19,92
64,88,73
27,22,25
69,40,7
88,53,63
37,76,10
61,47,93
55,68,43
58,95,75
79,98,56
16,50,59
81,29,19
65,33,35
77,85,74
46,34,31
5,49,29
90,54,86
95,48,99
8,6,72
39,89,60
93,74,12
42,32,42
31,69,17
24,80,45
100,63,36
60,15,89
41,58,37
51,34,66
35,48,70
36,46,86
6,85,62
20,57,7
48,38,19
19,98,53
66,45,76
38,47,49
43,99,37
60,97,56
42,84,2
69,68,49
56,9,69
64,7,17
45,61,52
88,36,9
97,90,7
26,72,84
40,73,90
84,82,98
23,51,47
8,87,49
5,97,96
45,68,95
33,66,28
45,64,51
65,43,48
17,22,57
76,86,90
76,7,89
34,50,85
8,17,61
65,37,4
54,90,89
21,71,68
29,12,15
34,100,54
89,74,44
78,80,42
22,48,56
70,17,49
15,7,44
10,54,59
11,7,72
84,49,90
93,94,91
55,86,93
4,93,96
27,82,95
33,3,79
96,61,78
97,50,97
63,41,46
90,15,44
68,40,9
25,45,76
92,47,67
64,18,64
27,47,2
37,3,96
54,95,47
74,56,25
47,42,33
57,63,27
58,58,29
12,27,73
87,39,91
70,6,17
18,24,35
42,81,23
22,90,77
27,81,52
65,93,51
99,68,92
16,95,59
64,63,75
2,62,95
51,79,43
71,30,14
35,2,44
9,37,70
12,92,36
26,95,45
29,56,89
85,58,95
82,60,38
91,36,51
73,42,8
55,92,56
94,39,40
56,22,11
26,63,48
11,9,50
72,88,50
47,51,65
66,19,57
53,28,93
18,40,5
1,28,64
29,60,15
37,65,98
73,67,71
41,34,32
96,98,54
49,25,25
34,23,38
79,83,63
18,76,7
3,70,81
100,61,74
48,76,11
44,57,54
18,25,74
95,36,94
8,30,31
39,79,34
8,7,42
7,66,75
65,45,10
53,1,50
23,60,86
42,6,13
39,68,24
17,99,94
56,34,65
2,66,69
96,12,74
9,15,21
8,54,17
58,1,68
95,44,84
20,81,95
86,9,87
67,30,17
23,26,9
67,76,58
73,93,17
37,89,72
21,63,66
100,7,21
95,80,48
62,95,52
84,74,45
1,96,72
94,100,75
22,17,67
60,76,15
40,69,47
41,74,8
98,54,71
22,23,60
29,87,90
61,28,46
72,88,15
40,53,3
72,28,87
92,25,8
62,60,75
16,32,15
88,33,68
67,11,76
31,62,82
40,47,69
2,72,7
51,69,97
52,45,21
97,44,36
11,51,42
14,90,35
4,31,36
74,66,39
3,29,68
18,27,46
92,94,52
2,59,47
65,1,4
35,30,79
5,47,27
99,5,15
6,53,20
56,13,13
63,10,81
43,16,32
43,13,37
18,6,16
47,31,20
97,51,36
21,31,85
48,30,82
73,70,64
91,89,62
33,99,80
97,40,49
41,40,95
18,34,61
36,41,18
89,92,21
91,23,69
8,91,41
86,78,8
72,90,30
77,19,96
85,57,25
26,58,91
15,11,9
10,2,53
23,66,16
87,77,75
29,30,12
30,77,53
80,58,68
94,74,71
66,66,34
13,42,90
8,25,79
56,75,99
73,99,22
59,78,47
51,33,74
6,24,57
13,43,36
32,87,80
27,2,5
63,60,16
34,61,45
73,67,44
82,97,63
40,98,67
38,84,87
78,10,27
36,35,22
65,56,74
6,92,5
79,34,68
31,83,43
27,1,67
66,70,12
23,31,10
48,48,73
48,14,53
31,62,61
20,59,33
22,40,52
81,25,30
89,40,80
100,26,72
94,41,90
43,31,16
1,98,72
36,97,50
27,72,100
57,65,1
63,69,79
88,27,45
87,49,63
35,58,80
57,25,57
17,16,24
38,30,36
47,30,49
46,51,29
99,68,94
98,26,30
30,78,97
5,53,84
7,51,8
69,57,41
24,58,53
6,36,21
29,28,7
12,46,13
12,5,51
80,100,71
54,46,25
15,19,31
60,93,88
42,49,79
16,52,10
3,11,90
87,29,42
57,35,19
54,93,52
29,18,15
46,61,68
82,46,63
16,8,9
41,42,80
92,70,99
81,51,83
61,98,71
16,69,85
28,6,36
84,13,75
72,70,22
73,18,7
73,28,31
4,10,63
11,20,85
97,66,8
19,75,29
20,16,26
74,26,96
37,71,17
60,29,49
75,53,60
49,49,29
15,65,37
91,65,10
55,46,28
77,41,4
30,29,54
37,46,60
64,15,2
93,50,69
76,33,18
75,19,25
96,80,96
21,48,30
15,92,66
34,86,64
74,11,23
83,47,77
50,93,41
64,85,17
36,85,6
25,82,100
60,98,63
86,86,2
35,63,40
72,50,7
79,90,1
25,68,40
95,11,80
79,96,93
42,6,1
26,48,74
34,56,43
43,92,36
89,2,67
63,20,88
15,54,30
30,6,95
53,9,17
55,1,7
86,90,10
89,1,67
16,87,48
54,30,87
6,96,22
76,7,41
67,53,20
25,72,53
65,69,20
39,100,11
44,22,33
83,39,62
58,44,15
16,78,52
38,22,42
24,17,58
11,3,37
63,89,58
83,51,93
44,54,51
60,88,70
44,60,44
39,76,40
89,6,86
66,5,47
40,6,14
29,18,27
66,98,43
19,31,50
81,54,58
45,57,93
35,45,50
79,91,72
51,7,95
33,33,75
52,57,75
54,14,91
94,18,73
41,71,93
27,2,100
25,61,55
66,86,10
75,6,4
8,7,57
32,79,19
92,60,19
66,6,75
57,69,58
59,41,46
6,61,88
16,54,13
47,44,91
68,32,27
58,47,75
75,75,98
23,33,23
71,8,4
48,97,12
70,60,78
100,28,76
34,34,90
99,10,80
23,29,72
66,21,81
72,54,83
39,11,92
91,53,71
16,42,28
60,52,32
15,72,97
57,9,48
11,9,100
51,36,33
64,71,66
51,2,100
7,100,57
74,24,4
36,4,96
73,69,91
80,11,10
89,82,34
65,66,84
79,95,3
53,20,10
23,1,25
60,79,62
10,5,92
16,19,96
96,27,4
41,51,77
54,16,97
13,37,74
22,93,70
23,46,37
38,5,14
3,53,71
8,2,3
4,74,58
94,29,6
91,12,84
56,60,55
86,41,47
50,27,65
99,23,43
71,46,48
87,50,66
64,83,86
94,94,89
1,20,81
74,87,67
83,55,69
65,82,79
69,70,94
81,99,78
99,77,45
44,96,3
40,22,25
98,61,100
18,86,91
53,61,21
47,1,90
19,23,65
19,69,20
38,3,9
92,6,60
90,98,77
73,71,74
94,81,55
83,65,81
51,81,41
73,36,39
31,27,13
94,31,88
71,21,92
87,19,99
63,27,16
62,11,8
74,37,66
76,10,80
85,39,44
60,38,67
17,74,49
19,61,18
28,22,51
32,98,80
75,32,62
84,48,44
41,16,22
10,23,55
81,75,35
24,80,34
65,17,1
56,7,89
11,50,91
10,98,77
55,11,21
48,58,45
48,75,29
9,34,58
80,42,81
55,73,91
47,54,57
76,59,53
49,66,10
24,90,39
59,5,59
46,9,85
37,28,30
38,91,2
71,49,87
40,47,98
58,81,15
85,77,1
16,15,6
29,71,27
59,46,93
36,12,96
17,61,52
77,83,56
31,66,60
63,16,58
87,5,85
58,18,89
20,96,24
87,88,5
61,32,58
33,75,45
76,64,38
97,60,11
91,79,63
40,93,33
80,79,28
51,16,22
25,40,62
33,77,73
1,75,32
84,82,21
87,75,72
5,46,51
31,76,89
77,51,12
41,46,38
79,44,65
32,75,53
89,91,3
44,94,49
15,80,78
4,13,8
100,98,32
25,43,48
34,49,51
13,51,65
100,89,61
5,19,4
33,98,61
21,26,16
69,26,27
51,28,26
34,48,23
1,49,9
10,36,85
48,91,72
76,21,16
67,36,92
58,59,75
69,85,80
45,58,14
97,63,29
78,88,85
53,66,42
21,86,85
25,43,87
70,19,63
63,79,41
54,47,15
3,76,56
50,92,79
34,76,63
67,15,70
61,73,24
30,89,70
58,71,33
17,79,15
90,82,24
14,43,57
88,53,39
14,62,26
40,96,65
16,40,55
24,59,69
46,43,74
71,93,64
31,12,12
68,95,95
31,23,60
58,78,78
26,25,78
15,50,21
93,86,50
89,12,63
84,81,74
31,6,56
81,9,24
67,5,63
47,99,95
4,87,66
60,36,33
86,73,93
25,53,63
20,84,91
28,22,31
45,31,89
37,1,33
42,64,52
90,7,21
20,89,44
12,99,51
13,90,85
88,8,80
21,18,41
81,67,38
37,95,92
82,60,69
79,83,3
79,5,96
6,52,6
88,26,74
53,8,57
53,19,80
17,56,92
19,44,25
25,55,96
13,57,50
90,11,18
1,81,4
65,1,31
69,25,91
52,9,96
58,13,54
4,92,18
58,75,33
42,70,69
26,42,21
18,6,86
5,28,22
67,43,6
70,30,40
90,74,100
87,16,48
38,1,98
70,64,22
60,83,6
67,68,64
8,42,47
40,35,27
87,38,99
49,12,81
86,90,10
68,34,77
67,100,66
7,33,63
78,64,81
70,42,22
22,8,40
76,37,54
84,50,50
2,6,3
23,73,34
87,84,80
4,25,10
65,79,46
69,61,86
91,81,2
73,27,58
79,47,19
60,66,33
94,49,74
44,89,99
96,57,30
8,13,94
18,59,8
41,64,83
38,21,71
71,38,46
6,35,26
84,13,45
74,3,61
59,18,99
20,6,74
71,2,75
53,94,47
96,32,92
59,53,30
97,77,14
84,33,68
55,81,4
16,54,87
3,48,21
67,94,72
19,14,93
100,21,14
34,87,64
80,88,19
59,37,13
74,30,97
80,95,63
24,6,43
36,48,92
78,66,81
30,49,75
30,38,99
76,64,64
86,55,98
85,64,70
3,43,10
88,73,38
69,84,49
52,50,20
76,76,90
19,28,29
89,82,92
82,99,68
22,47,29
74,33,22
19,23,54
43,65,72
68,19,90
49,64,66
32,91,54
28,67,14
52,65,42
68,71,95
65,90,63
96,64,89
13,11,36
21,25,66
38,30,2
70,88,11
57,57,48
39,63,45
69,90,59
7,41,53
71,13,2
95,20,44
42,61,28
7,15,23
91,84,79
27,11,16
71,50,64
61,40,99
63,27,39
36,56,43
94,32,80
40,51,68
72,15,77
6,82,70
19,7,80
39,50,46
41,75,25
49,20,5
49,24,86
16,53,99
2,85,52
48,13,3
34,92,4
96,31,94
6,22,63
57,42,98
2,31,54
40,54,88
26,24,13
16,29,95
12,41,33
55,75,35
80,6,3
33,42,98
44,69,59
49,66,65
41,33,33
20,96,88
19,18,4
77,5,59
80,95,88
27,78,37
76,43,61
25,28,68
11,14,43
89,74,80
49,43,58
33,44,39
99,66,78
22,22,14
17,9,14
27,13,7
95,61,48
92,34,85
52,73,7
51,94,86
88,22,70
35,1,85
60,14,14
55,24,66
28,22,71
62,95,22
89,13,77
35,43,70
2,65,30
64,53,54
20,74,74
57,62,96
98,3,50
65,14,86
72,99,85
25,64,33
82,83,31
76,97,41
23,27,31
22,50,92
1,79,7
73,21,28
61,79,68
87,73,23
99,92,79
52,15,92
64,69,82
95,92,92
64,76,70
34,24,2
60,55,51
24,88,74
2,25,25
27,67,96
57,77,29
99,95,43
13,79,22
26,69,30
87,10,15
51,73,23
32,4,34
31,57,67
19,64,39
100,63,89
85,33,93
49,39,34
98,37,85
2,37,45
26,97,70
27,99,31
48,22,98
13,79,68
29,2,32
74,80,19
73,67,51
12,16,67
24,66,95
15,96,36
13,65,78
58,56,61
8,7,10
11,43,76
25,98,36
69,33,10
68,66,3
57,88,46
68,34,53
43,88,32
74,76,81
53,79,96
67,93,83
6,66,91
53,81,13
10,26,70
79,11,69
34,79,3
78,68,85
43,40,62
30,77,25
6,89,71
57,79,77
37,28,96
67,50,46
6,65,43
71,74,77
4,5,47
46,74,91
7,53,57
47,59,1
31,15,27
15,3,70
7,30,93
71,24,59
53,11,57
32,13,66
33,18,9
44,45,77
95,60,32
97,75,95
91,60,97
87,15,86
62,57,40
29,34,55
48,69,95
81,86,27
93,68,45
40,63,73
45,55,25
23,2,32
22,22,32
30,6,55
12,72,87
80,11,55
16,83,67
46,2,77
51,39,36
100,37,59
44,74,43
36,46,69
71,81,79
88,31,59
26,75,19
75,71,85
15,60,17
55,54,68
12,75,22
82,77,31
91,51,26
81,59,68
8,64,61
64,100,71
8,27,62
87,76,93
14,79,6
45,31,40
66,81,35
68,71,33
83,17,32
22,61,41
43,23,94
36,28,74
59,6,43
76,46,55
61,33,61
73,93,88
20,41,95
13,40,84
18,22,35
15,60,15
20,37,3
92,67,81
30,36,1
74,97,7
57,73,53
1,44,17
99,61,28
51,24,94
85,51,61
100,39,17
10,82,16
74,10,75
90,99,84
23,57,88
35,39,16
67,96,63
22,66,9
6,33,12
14,4,86
100,69,50
87,84,18
80,99,1
79,80,11
92,26,83
41,12,96
36,49,9
85,53,31
40,84,16
65,92,85
62,82,87
89,38,79
21,93,65
96,59,34
75,23,61
91,12,2
100,98,20
84,4,25
93,55,18
40,65,50
76,56,2
1,80,71
97,24,24
71,64,90
85,41,74
86,28,52
92,3,79
47,44,2
88,56,19
96,86,61
43,6,94
31,67,76
87,22,32
94,10,55
62,74,82
77,24,61
41,15,65
52,31,87
22,4,15
97,45,17
66,26,92
58,4,49
96,82,67
41,54,87
31,60,3
29,54,81
98,94,93
85,9,60
14,21,6
17,9,23
49,69,24
48,56,74
9,29,6
50,35,5
52,81,74
39,13,96
12,70,21
6,13,28
36,20,17
100,28,38
93,87,71
67,100,41
48,47,83
4,44,20
92,19,87
20,1,27
66,72,90
35,9,47
49,92,7
55,2,81
60,20,1
80,8,77
56,99,62
13,71,6
98,86,52
69,15,33
32,39,83
22,23,74
95,86,40
57,18,73
44,26,75
71,94,53
21,54,5
84,20,80
83,62,58
73,7,35
79,79,38
80,76,65
27,16,22
24,19,48
61,3,85
94,85,93
13,1,100
15,21,100
80,34,91
51,80,4
13,47,36
47,9,28
28,71,86
66,96,55
41,29,87
44,80,70
66,7,36
65,7,5
6,60,97
84,8,94
79,88,52
67,43,3
20,75,90
50,95,57
58,59,37
9,6,42
94,30,15
88,12,67
41,2,100
46,94,23
18,17,17
26,22,51
34,49,69
29,67,62
75,23,73
15,68,53
20,18,69
75,5,93
88,18,13
91,32,64
51,81,80
67,81,92
39,89,100
6,97,94
78,24,91
96,6,84
37,45,60
83,48,93
73,25,44
61,30,7
59,20,74
59,59,90
40,44,27
73,100,51
93,88,1
4,81,41
19,7,61
95,35,2
54,95,86
47,62,35
3,79,92
85,36,38
46,35,18
14,99,14
24,6,50
52,2,50
27,33,76
20,42,12
50,100,36
72,8,61
57,58,54
10,16,62
82,22,79
32,81,23
21,32,85
90,32,19
49,12,61
73,30,63
23,31,36
56,90,81
77,42,62
32,74,32
92,46,67
19,23,10
43,33,50
90,2,11
63,84,10
76,5,53
54,9,16
45,63,83
53,30,9
71,85,58
47,77,15
23,66,78
17,99,28
50,85,1
37,20,3
7,34,2
64,69,8
31,68,46
77,19,100
74,98,76
34,29,65
84,52,39
31,56,13
71,3,96
86,58,20
50,7,49
59,69,79
45,2,89
72,72,98
36,24,37
13,31,37
46,77,10
16,1,55
69,33,4
13,86,64
79,92,7
96,33,49
33,21,90
58,59,53
94,60,23
67,93,33
99,83,43
7,43,66
17,76,16
2,75,33
80,41,80
64,93,53
91,53,13
14,42,23
56,44,12
6,47,88
50,93,51
66,16,58
57,27,32
8,88,69
83,36,81
49,38,52
33,76,55
35,92,33
31,96,4
86,80,65
32,14,17
69,33,56
94,18,90
12,20,6
84,55,57
65,31,61
80,3,1
31,23,9
32,20,30
54,59,4
37,1,85
66,30,87
35,28,54
20,72,20
12,47,84
44,88,56
61,39,50
56,6,30
24,91,35
27,96,46
8,12,42
42,96,45
20,70,96
98,95,12
45,10,86
80,23,58
61,11,2
19,24,13
18,21,44
65,42,88
20,84,46
16,66,26
39,14,87
64,64,51
74,5,97
8,3,31
81,6,44
88,78,40
52,79,94
96,76,18
28,97,6
20,29,75
67,10,58
34,23,47
76,40,26
59,90,30
96,14,96
72,32,95
35,5,6
24,74,4
12,21,4
98,56,55
45,32,30
19,68,13
94,94,84
64,91,84
11,39,66
12,72,35
48,46,43
58,18,91
52,8,98
6,67,5
68,86,87
83,21,79
3,27,22
70,67,26
13,70,90
75,42,10
26,98,96
14,82,6
36,38,92
86,42,92
49,30,20
62,63,65
8,77,19
30,70,82
31,11,82
77,48,73
73,39,31
64,56,74
33,79,37
44,40,86
40,84,73
56,42,72
96,31,3
96,91,37
54,83,93
37,28,8
40,2,94
98,64,61
57,66,17
75,64,74
95,35,85
19,91,98
84,9,41
79,64,57
19,85,21
18,17,94
76,19,83
10,66,9
77,18,10
19,50,78
81,84,30
49,91,89
97,2,66
6,37,98
35,83,83
67,25,57
33,53,75
35,65,62
40,55,87
87,15,10
33,30,4
81,71,92
6,8,37
81,21,58
61,49,74
47,22,88
60,30,80
95,27,43
42,86,28
86,45,63
29,98,64
62,73,50
27,62,15
77,29,53
5,75,86
20,84,11
28,71,84
82,74,39
89,21,39
3,19,31
20,54,14
62,82,99
7,24,46
14,17,6
74,52,66
18,38,24
20,36,65
94,1,26
80,58,17
68,55,7
62,59,79
62,9,91
29,36,35
36,86,48
71,26,65
60,35,32
54,55,74
42,25,38
40,19,95
20,70,61
50,12,12
67,86,56
84,38,56
19,19,19
58,81,46
51,56,73
8,16,89
89,19,97
3,37,63
39,1,88
18,73,56
58,25,27
16,80,81
67,21,1
84,62,50
42,62,100
40,58,54
33,58,67
56,5,52
89,49,41
49,79,26
50,41,23
23,31,64
73,48,76
19,70,82
94,36,100
68,99,18
62,68,82
17,13,93
76,11,71
60,94,13
69,54,86
9,11,24
35,26,53
22,34,100
12,95,90
50,77,76
23,22,32
26,36,88
43,57,38
62,17,78
20,68,29
54,30,63
19,98,56
20,7,34
29,6,39
93,23,2
50,26,44
47,79,14
96,100,72
3,67,32
31,79,34
24,58,82
82,86,91
77,49,69
90,73,24
70,55,23
29,29,6
3,89,66
8,6,41
20,51,56
68,72,13
6,85,37
86,66,28
34,24,82
76,48,22
76,96,7
79,49,38
64,50,7
97,23,74
45,97,52
66,44,19
78,64,2
1,33,10
61,75,64
97,8,8
15,58,67
69,27,51
12,17,28
83,26,54
11,15,48
30,54,69
85,54,94
69,40,44
73,17,59
76,83,58
42,39,41
84,6,75
59,77,85
58,95,17
86,57,42
48,35,7
85,48,28
9,91,20
74,60,91
21,20,92
18,5,21
54,25,40
30,56,58
38,95,92
30,37,48
48,39,44
56,2,22
34,29,58
86,51,75
40,94,50
21,56,75
97,53,25
60,39,34
58,54,23
53,55,6
62,43,10
57,98,64
39,80,87
13,76,27
97,17,39
82,53,57
3,43,77
16,93,27
74,52,89
31,98,94
81,1,53
32,76,3
97,15,100
27,7,47
14,88,10
51,89,21
90,28,49
48,79,32
2,36,39
46,93,79
4,80,26
26,44,13
86,64,66
48,96,89
5,37,88
72,78,63
61,46,50
39,91,87
36,40,67
5,71,27
17,34,30
50,73,96
66,88,95
98,47,79
81,75,90
29,5,52
92,65,86
62,46,90
11,43,100
91,99,14
91,18,37
91,6,84
73,73,94
77,5,58
3,65,46
20,9,46
76,79,31
40,77,32
92,44,74
14,55,82
53,82,46
24,26,47
6,77,38
12,41,62
81,99,56
15,4,24
83,97,25
42,83,14
93,98,43
73,84,54
88,12,61
64,39,83
56,69,74
76,33,37
17,3,49
41,90,63
37,58,44
56,42,17
70,70,79
2,89,45
49,53,84
58,4,29
60,83,46
84,18,7
12,9,49
3,43,6
78,15,97
2,5,95
53,29,18
53,69,34
86,76,32
63,52,17
99,13,86
79,73,68
47,63,24
83,42,29
69,19,42
20,28,60
88,59,35
79,58,83
46,19,40
17,28,21
48,32,18
25,14,59
29,72,56
9,82,74
53,46,42
69,7,71
90,46,27
72,88,42
75,99,79
44,20,74
23,43,8
78,100,12
32,75,56
16,37,89
19,41,37
17,94,65
93,42,76
18,80,36
79,91,40
8,81,53
60,17,16
83,42,93
97,53,48
29,32,6
64,56,13
47,22,31
17,67,38
22,22,66
88,35,27
35,15,61
65,31,17
1,83,21
28,65,22
25,68,15
53,95,5
18,16,8
87,74,12
71,48,34
61,61,65
57,15,62
85,25,97
9,29,86
8,93,46
35,70,53
34,87,96
36,66,90
64,2,37
83,7,19
77,2,83
6,70,93
20,33,22
76,43,72
40,42,2
42,29,41
50,8,45
3,70,10
29,27,9
63,50,60
1,73,57
70,15,22
39,55,26
51,17,54
92,58,19
64,19,95
95,3,11
36,97,55
53,53,50
90,90,98
67,95,41
27,49,56
40,56,44
26,12,28
79,40,31
88,2,37
45,28,41
68,43,25
89,31,35
50,52,30
49,62,70
22,20,61
27,16,17
59,68,90
88,31,35
43,56,35
62,27,89
46,67,86
85,4,85
13,94,25
32,15,49
77,54,86
67,12,12
78,68,35
96,86,61
34,57,19
68,59,100
4,38,11
59,10,51
69,41,31
91,34,18
81,53,15
65,37,35
52,90,45
9,43,96
43,85,59
76,16,47
31,77,43
47,34,24
14,58,72
27,85,68
94,67,74
72,27,84
40,50,2
